county,table,sector,description,direct,indirect,induced,total
Newaygo,Output,417,51-56 Professional Services,0,-18500.941218801272,-11495.650701124487,-29996.591919925759
Newaygo,Output,472,"61-72 Educational, Health, Recreation Service",0,-3033.9381832071749,-7761.3620478294961,-10795.300231036672
Newaygo,Output,520,92 Government & non NAICs,0,0,0,0
Newaygo,Employment,0,Total,-1.2119638919830322,-0.32547778605189548,-0.22422218596537361,-1.7616638640003013
Newaygo,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00019862118756291337,-0.002153357968786857,-0.0023519791563497705
Newaygo,Employment,20,21 Mining,0,-0.00041549291955506328,-0.00020274487788315287,-0.00061823779743821604
Newaygo,Employment,41,22 Utilities,0,-0.0036987513540465799,-0.0015464739089630329,-0.0052452252630096133
Newaygo,Employment,52,23 Construction,0,-0.0095287544328961794,-0.0031124441720321739,-0.012641198604928353
Newaygo,Employment,65,31-33 Manufacturing,0,-0.0034134544552497773,-0.0003824419035143197,-0.0037958963587640978
Newaygo,Employment,395,42 Wholesale Trade,-1.2119638919830322,-0.0094413061353623429,-0.0028422005833938901,-1.2242473987017886
Newaygo,Employment,396,44-45 Retail trade,0,-0.0068073721341049198,-0.050044131465495321,-0.056851503599600249
Newaygo,Employment,408,48-49 Transportation & Warehousing,0,-0.071432647397835197,-0.0050974476743591429,-0.07653009507219434
Newaygo,Employment,417,51-56 Professional Services,0,-0.17305560489629041,-0.041130956865421224,-0.21418656176171155
Newaygo,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.047485781138992079,-0.11770998654552448,-0.16519576768451655
Newaygo,Employment,520,92 Government & non NAICs,0,0,0,0
Oakland,Output,0,Total,-88263024,-27751668.718426462,-33669596.854639828,-149684289.57306629
Oakland,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-1281.9874529662629,-5445.6329330732451,-6727.620386039509
Oakland,Output,20,21 Mining,0,-32215.103231744313,-42259.187273383555,-74474.290505127865
Oakland,Output,41,22 Utilities,0,-448741.42793094815,-442769.98120393627,-891511.40913488448
Oakland,Output,52,23 Construction,0,-402900.23475514865,-398090.46721454302,-800990.70196969179
Oakland,Output,65,31-33 Manufacturing,0,-373230.7851876372,-453994.07394355815,-827224.85913119605
Oakland,Output,395,42 Wholesale Trade,-88263024,-2132710.6535053253,-1748621.6362335889,-92144356.289738908
Oakland,Output,396,44-45 Retail trade,0,-174037.32832990738,-3042398.3791374601,-3216435.7074673669
Oakland,Output,408,48-49 Transportation & Warehousing,0,-2297187.9086139225,-554979.43120499153,-2852167.339818914
Oakland,Output,417,51-56 Professional Services,0,-20266835.755208421,-16660690.705818903,-36927526.461027339
Oakland,Output,472,"61-72 Educational, Health, Recreation Service",0,-1617808.7398909493,-10311987.63182755,-11929796.371718498
Oakland,Output,520,92 Government & non NAICs,0,-4718.7943194922409,-8359.7278488446609,-13078.522168336902
Oakland,Employment,0,Total,-310.99664306640625,-169.64503128558835,-247.64108454673374,-728.28275889872816
Oakland,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.022667178767182026,-0.12964221694891806,-0.15230939571610008
Oakland,Employment,20,21 Mining,0,-0.15806133353104138,-0.20533888097791614,-0.36340021450895749
Oakland,Employment,41,22 Utilities,0,-0.31452084603294733,-0.33485440174733638,-0.64937524778028355
Oakland,Employment,52,23 Construction,0,-2.2312250486109959,-2.1352799700831575,-4.3665050186941539
Oakland,Employment,65,31-33 Manufacturing,0,-1.6237191464289091,-0.83002540899985877,-2.4537445554287687
Oakland,Employment,395,42 Wholesale Trade,-310.99664306640625,-7.5146514550840386,-6.1613056142973699,-324.67260013578766
Oakland,Employment,396,44-45 Retail trade,0,-2.0684636843510749,-35.778185499627455,-37.846649183978528
Oakland,Employment,408,48-49 Transportation & Warehousing,0,-18.949588951822513,-4.2745613638734259,-23.22415031569594
Oakland,Employment,417,51-56 Professional Services,0,-114.35478696791338,-63.770971514174519,-178.12575848208783
Oakland,Employment,472,"61-72 Educational, Health, Recreation Service",0,-22.38982439070686,-133.98987752800355,-156.37970191871037
Oakland,Employment,520,92 Government & non NAICs,0,-0.017522282339438238,-0.031042148000229593,-0.048564430339667827
Oceana,Output,0,Total,-393733.15999999997,-43520.461037961097,-38692.477961939738,-475946.0989999008
Oceana,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-16.075422133078867,-335.09226543700964,-351.1676875700885
Oceana,Output,20,21 Mining,0,-89.064059591872009,-66.490300409993679,-155.55436000186566
Oceana,Output,41,22 Utilities,0,-424.9126362736057,-239.89625935878581,-664.80889563239157
Oceana,Output,52,23 Construction,0,-1473.0354472111724,-779.81480827033317,-2252.8502554815054
Oceana,Output,65,31-33 Manufacturing,0,-330.31404807398314,-133.21500288629042,-463.52905096027359
Oceana,Output,395,42 Wholesale Trade,-393733.15999999997,-6930.9943363333005,-2828.4238864048907,-403492.57822273817
Oceana,Output,396,44-45 Retail trade,0,-438.40525169264743,-5342.445059539431,-5780.8503112320814
Oceana,Output,408,48-49 Transportation & Warehousing,0,-12934.63672910778,-1158.7939153318775,-14093.430644439659
Oceana,Output,417,51-56 Professional Services,0,-15468.113262273449,-17810.586599772672,-33278.699862046124
Oceana,Output,472,"61-72 Educational, Health, Recreation Service",0,-5414.9098452702056,-9997.719864528457,-15412.629709798664
Oceana,Output,520,92 Government & non NAICs,0,0,0,0
Oceana,Employment,0,Total,-1.7318084239959717,-0.46817851391972098,-0.37365866451448709,-2.5736456024301799
Oceana,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00019781144691684638,-0.0037534473722696652,-0.0039512588191865112
Oceana,Employment,20,21 Mining,0,-0.00065276547627120686,-0.00046367493758147239,-0.0011164404138526794
Oceana,Employment,41,22 Utilities,0,-0.00033393112084240139,-0.00018853011168628992,-0.00052246123252869129
Oceana,Employment,52,23 Construction,0,-0.011197643087120894,-0.0056064981336045126,-0.016804141220725405
Oceana,Employment,65,31-33 Manufacturing,0,-0.0022712220832739514,-0.00038864889446422335,-0.0026598709777381742
Oceana,Employment,395,42 Wholesale Trade,-1.7318084239959717,-0.030485504965176061,-0.01244062918658146,-1.7747345581477292
Oceana,Employment,396,44-45 Retail trade,0,-0.0065842908739911776,-0.081530986977954092,-0.088115277851945284
Oceana,Employment,408,48-49 Transportation & Warehousing,0,-0.12536630425315948,-0.0098786941431014061,-0.13524499839626092
Oceana,Employment,417,51-56 Professional Services,0,-0.21082470658835217,-0.054790452287742986,-0.26561515887609521
Oceana,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.080264334024616774,-0.20461710246950099,-0.28488143649411779
Oceana,Employment,520,92 Government & non NAICs,0,0,0,0
Ogemaw,Output,0,Total,-313999.75,-58375.310232031145,-40985.252454692192,-413360.31268672331
Ogemaw,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-20.961930699755481,-151.95534645906506,-172.91727715882053
Ogemaw,Output,20,21 Mining,0,-84.019949675289539,-28.717880911013509,-112.73783058630305
Ogemaw,Output,41,22 Utilities,0,-2326.0592841297621,-940.47710663805458,-3266.5363907678166
Ogemaw,Output,52,23 Construction,0,-1953.430581138633,-686.15713094945193,-2639.587712088085
Ogemaw,Output,65,31-33 Manufacturing,0,-222.35250065482279,-85.402767159388659,-307.75526781421149
Ogemaw,Output,395,42 Wholesale Trade,-313999.75,-8718.8880167007446,-2438.8083216130299,-325157.44633831375
Ogemaw,Output,396,44-45 Retail trade,0,-911.15203787312726,-5634.4832164580675,-6545.635254331195
Ogemaw,Output,408,48-49 Transportation & Warehousing,0,-16062.879857455995,-1271.4462990040397,-17334.326156460036
Ogemaw,Output,417,51-56 Professional Services,0,-21494.264327682016,-15018.822155409931,-36513.086483091938
Ogemaw,Output,472,"61-72 Educational, Health, Recreation Service",0,-6581.3017460209949,-14728.982230090154,-21310.283976111146
Ogemaw,Output,520,92 Government & non NAICs,0,0,0,0
Ogemaw,Employment,0,Total,-1.8038535118103027,-0.58217709441714915,-0.40253202755755352,-2.7885626337850056
Ogemaw,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00018788383988457767,-0.0016465369730325086,-0.0018344208129170861
Ogemaw,Employment,20,21 Mining,0,-0.0014084351118143698,-0.00048844216923992682,-0.0018968772810542963
Ogemaw,Employment,41,22 Utilities,0,-0.0017473160452718755,-0.00070647844182283848,-0.002453794487094714
Ogemaw,Employment,52,23 Construction,0,-0.014678761782637322,-0.0049116335852481376,-0.019590395367885458
Ogemaw,Employment,65,31-33 Manufacturing,0,-0.00090513918019397151,-0.00028938485409373574,-0.001194524034287707
Ogemaw,Employment,395,42 Wholesale Trade,-1.8038535118103027,-0.050087931098572187,-0.014010371843472961,-1.867951814752348
Ogemaw,Employment,396,44-45 Retail trade,0,-0.01289609466996932,-0.077377303091962557,-0.090273397761931884
Ogemaw,Employment,408,48-49 Transportation & Warehousing,0,-0.15556169473851522,-0.010628509281457484,-0.1661902040199727
Ogemaw,Employment,417,51-56 Professional Services,0,-0.2306466724263081,-0.062944309683790819,-0.29359098211009893
Ogemaw,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.11405716552398226,-0.22952905763343257,-0.34358622315741483
Ogemaw,Employment,520,92 Government & non NAICs,0,0,0,0
Osceola,Output,0,Total,-162194.17000000001,-15628.637757749581,-14367.055283466645,-192189.86304121625
Osceola,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-12.28522383823786,-122.61448988198379,-134.89971372022166
Osceola,Output,20,21 Mining,0,-82.25604835961478,-35.623152487993806,-117.87920084760859
Osceola,Output,41,22 Utilities,0,-1442.8799894126948,-698.76802042014742,-2141.648009832842
Osceola,Output,52,23 Construction,0,-683.85468356355807,-309.14192693451992,-992.99661049807787
Osceola,Output,65,31-33 Manufacturing,0,-300.24366175082559,-211.52797140039175,-511.77163315121726
Osceola,Output,395,42 Wholesale Trade,-162194.17000000001,-1595.9345085585082,-513.48004484343278,-164303.58455340195
Osceola,Output,396,44-45 Retail trade,0,-119.19450148370513,-1402.5213388915365,-1521.715840375241
Osceola,Output,408,48-49 Transportation & Warehousing,0,-3705.219467244825,-388.96486934936189,-4094.1843365941872
Osceola,Output,417,51-56 Professional Services,0,-6074.1637067761121,-5652.507453103517,-11726.67115987963
Osceola,Output,472,"61-72 Educational, Health, Recreation Service",0,-1612.6059667615,-5031.9060161537609,-6644.5119829152618
Osceola,Output,520,92 Government & non NAICs,0,0,0,0
Osceola,Employment,0,Total,-0.82018643617630005,-0.16133113658433407,-0.1198372052689853,-1.1013547780296196
Osceola,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00014202435535172868,-0.0014886605233601705,-0.0016306848787118989
Osceola,Employment,20,21 Mining,0,-0.00053887996833456436,-0.00022926706436330802,-0.00076814703269787235
Osceola,Employment,41,22 Utilities,0,-0.0011334042114163293,-0.00055071569866395494,-0.0016841199100802841
Osceola,Employment,52,23 Construction,0,-0.0034997002804316286,-0.0015202131249321799,-0.0050199134053638085
Osceola,Employment,65,31-33 Manufacturing,0,-0.0022519416042185618,-0.00049362417731109031,-0.0027455657815296541
Osceola,Employment,395,42 Wholesale Trade,-0.82018643617630005,-0.0080703506098669213,-0.002596575217111906,-0.83085336200327886
Osceola,Employment,396,44-45 Retail trade,0,-0.0017317992393481017,-0.020378224357704675,-0.022110023597052785
Osceola,Employment,408,48-49 Transportation & Warehousing,0,-0.046897520938979365,-0.0036395586016931482,-0.050537079540672519
Osceola,Employment,417,51-56 Professional Services,0,-0.073387337821782833,-0.012339368279168721,-0.085726706100951539
Osceola,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.023678177554604028,-0.076600998224676142,-0.10027917577928018
Osceola,Employment,520,92 Government & non NAICs,0,0,0,0
Otsego,Output,0,Total,-374241.19,-78951.865641018318,-71487.554082086208,-524680.60972310451
Otsego,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-14.211511732324418,-230.57994745213546,-244.79145918445991
Otsego,Output,20,21 Mining,0,-818.17738978307659,-618.00638485483648,-1436.1837746379129
Otsego,Output,41,22 Utilities,0,-2114.4332743367245,-1316.1787939471424,-3430.6120682838668
Otsego,Output,52,23 Construction,0,-1653.1789331838809,-1044.2084900342197,-2697.3874232181006
Otsego,Output,65,31-33 Manufacturing,0,-657.11426901945049,-287.45043730155624,-944.5647063210065
Otsego,Output,395,42 Wholesale Trade,-374241.19,-8364.7639942455571,-3314.9704083999886,-385920.92440264556
Otsego,Output,396,44-45 Retail trade,0,-966.43576808895818,-9329.2901403542146,-10295.725908443172
Otsego,Output,408,48-49 Transportation & Warehousing,0,-14716.910155060137,-1716.6036631446139,-16433.513818204752
Otsego,Output,417,51-56 Professional Services,0,-41895.037701419802,-27862.002303507335,-69757.040004927112
Otsego,Output,472,"61-72 Educational, Health, Recreation Service",0,-7751.6026441484055,-25768.263513090158,-33519.866157238561
Otsego,Output,520,92 Government & non NAICs,0,0,0,0
Otsego,Employment,0,Total,-1.8943468332290649,-0.71636618082128733,-0.63898209820424023,-3.2496951122545923
Otsego,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00032089722942754088,-0.0035250049232259262,-0.0038459021526534676
Otsego,Employment,20,21 Mining,0,-0.0057694388533228065,-0.004364060460211921,-0.010133499313534725
Otsego,Employment,41,22 Utilities,0,-0.0022605617919787884,-0.0015022772041719339,-0.0037628389961507219
Otsego,Employment,52,23 Construction,0,-0.011330909313893205,-0.0068467632619661298,-0.018177672575859335
Otsego,Employment,65,31-33 Manufacturing,0,-0.0044505358513076123,-0.001132506853383298,-0.0055830427046909114
Otsego,Employment,395,42 Wholesale Trade,-1.8943468332290649,-0.042341050126140339,-0.016779831245124718,-1.9534677146003299
Otsego,Employment,396,44-45 Retail trade,0,-0.01077719282079162,-0.10992528369340958,-0.12070247651420119
Otsego,Employment,408,48-49 Transportation & Warehousing,0,-0.13325325679542355,-0.013632934044192413,-0.14688619083961596
Otsego,Employment,417,51-56 Professional Services,0,-0.38380460508108161,-0.11685299764300504,-0.50065760272408655
Otsego,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.12205773295792022,-0.36442043887554926,-0.48647817183346953
Otsego,Employment,520,92 Government & non NAICs,0,0,0,0
Ottawa,Output,0,Total,-4801082,-830764.32465863624,-853269.50708807749,-6485115.8317467133
Ottawa,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-198.67001992459731,-2219.7932958697252,-2418.4633157943222
Ottawa,Output,20,21 Mining,0,-176.12438600278205,-148.22098435584863,-324.34537035863059
Ottawa,Output,41,22 Utilities,0,-20969.94971102308,-14883.91975767105,-35853.869468694131
Ottawa,Output,52,23 Construction,0,-24581.515325209184,-15660.177430578338,-40241.692755787524
Ottawa,Output,65,31-33 Manufacturing,0,-13315.68425065956,-13030.387106592563,-26346.071357252113
Ottawa,Output,395,42 Wholesale Trade,-4801082,-89939.931866168976,-43969.760825962047,-4934991.6926921308
Ottawa,Output,396,44-45 Retail trade,0,-8685.053531160469,-101682.35096083855,-110367.40449199903
Ottawa,Output,408,48-49 Transportation & Warehousing,0,-85105.862069692928,-20069.60496093347,-105175.4670306264
Ottawa,Output,417,51-56 Professional Services,0,-500309.98453082715,-376773.73605052778,-877083.72058135481
Ottawa,Output,472,"61-72 Educational, Health, Recreation Service",0,-87480.9950007187,-264830.09054498159,-352311.08554570028
Ottawa,Output,520,92 Government & non NAICs,0,-0.5539672487141587,-1.4651697665006069,-2.0191370152147656
Ottawa,Employment,0,Total,-21.569419860839844,-7.8247346690389561,-7.6928406365811055,-37.086995166459907
Ottawa,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.0017125314413880361,-0.019229750651759817,-0.020942282093147847
Ottawa,Employment,20,21 Mining,0,-0.0011804087189920631,-0.00092164651417109527,-0.0021020552331631583
Ottawa,Employment,41,22 Utilities,0,-0.02905078341507206,-0.022041996651147443,-0.051092780066219506
Ottawa,Employment,52,23 Construction,0,-0.15871411999268803,-0.096887274166124665,-0.25560139415881272
Ottawa,Employment,65,31-33 Manufacturing,0,-0.074945754767769865,-0.027005928041745196,-0.10195168280951501
Ottawa,Employment,395,42 Wholesale Trade,-21.569419860839844,-0.40406561638515071,-0.1975392702863828,-22.171024747511378
Ottawa,Employment,396,44-45 Retail trade,0,-0.11438628740995509,-1.3139461988724057,-1.4283324862823605
Ottawa,Employment,408,48-49 Transportation & Warehousing,0,-0.71661664590752827,-0.14775536058208211,-0.86437200648961043
Ottawa,Employment,417,51-56 Professional Services,0,-5.022519071256256,-1.6388838515608761,-6.6614029228171301
Ottawa,Employment,472,"61-72 Educational, Health, Recreation Service",0,-1.3013447452406399,-4.2281038122447363,-5.5294485574853782
Ottawa,Employment,520,92 Government & non NAICs,0,-0.00019870450351601758,-0.0005255470096742227,-0.00072425151319024028
Presque Isle,Output,0,Total,-36701.866999999998,-9371.6216919575963,-3727.3917630675132,-49800.880455025115
Presque Isle,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-1.6777402876212983,-14.55534628220309,-16.233086569824387
Presque Isle,Output,20,21 Mining,0,-9.0197620734302344,-3.9294919333413669,-12.949254006771602
Presque Isle,Output,41,22 Utilities,0,-473.9227871096947,-156.24758564018433,-630.17037274987899
Presque Isle,Output,52,23 Construction,0,-195.22763142360284,-52.83489853930088,-248.06252996290374
Presque Isle,Output,65,31-33 Manufacturing,0,-25.706664151123988,-3.5896041193751347,-29.296268270499123
Presque Isle,Output,395,42 Wholesale Trade,-36701.866999999998,-206.4702279087287,-43.739027184854827,-36952.076255093583
Presque Isle,Output,396,44-45 Retail trade,0,-62.467606920223503,-416.04613122537853,-478.51373814560219
Presque Isle,Output,408,48-49 Transportation & Warehousing,0,-2498.6295042635124,-136.90725945760062,-2635.5367637211134
Presque Isle,Output,417,51-56 Professional Services,0,-5367.0837541870405,-1455.870972098516,-6822.9547262855558
Presque Isle,Output,472,"61-72 Educational, Health, Recreation Service",0,-531.41601363261782,-1443.6714465867583,-1975.0874602193765
Presque Isle,Output,520,92 Government & non NAICs,0,0,0,0
Presque Isle,Employment,0,Total,-0.2391868382692337,-0.083050034066678269,-0.0346766912681215,-0.35691356360403348
Presque Isle,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-2.6594091454613911E-05,-0.00017589219997145929,-0.00020248629142607323
Presque Isle,Employment,20,21 Mining,0,-5.7052753757625193E-05,-2.270085976092559E-05,-7.9753613518550776E-05
Presque Isle,Employment,41,22 Utilities,0,-0.00040715004923306283,-0.00015595311135455209,-0.00056310316058761495
Presque Isle,Employment,52,23 Construction,0,-0.0013749038931787202,-0.00035441306921771233,-0.0017293169623964326
Presque Isle,Employment,65,31-33 Manufacturing,0,-0.00018294316890237275,-1.6492832593916599E-05,-0.00019943600149628931
Presque Isle,Employment,395,42 Wholesale Trade,-0.2391868382692337,-0.0013455707557404558,-0.00028504814694394663,-0.2408174571719181
Presque Isle,Employment,396,44-45 Retail trade,0,-0.00078080698706830675,-0.0054360974751090623,-0.006216904462177369
Presque Isle,Employment,408,48-49 Transportation & Warehousing,0,-0.016487179299775515,-0.0011378639556410169,-0.017625043255416532
Presque Isle,Employment,417,51-56 Professional Services,0,-0.049961109566513048,-0.0065751340285408934,-0.056536243595053957
Presque Isle,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.012426723501054541,-0.020517095588988014,-0.032943819090042563
Presque Isle,Employment,520,92 Government & non NAICs,0,0,0,0
Roscommon,Output,0,Total,-120754.92,-18049.163066975358,-10564.015128729199,-149368.09819570457
Roscommon,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.0349659949683803,-27.104471074030151,-29.139437068998522
Roscommon,Output,20,21 Mining,0,-45.413912717056917,-15.36240772821815,-60.776320445275076
Roscommon,Output,41,22 Utilities,0,-1204.9200414463878,-419.18905342738645,-1624.1090948737742
Roscommon,Output,52,23 Construction,0,-743.30853891350444,-183.41190135821171,-926.72044027171614
Roscommon,Output,65,31-33 Manufacturing,0,-19.13566272973808,-8.7862089539717534,-27.921871683709828
Roscommon,Output,395,42 Wholesale Trade,-120754.92,-1133.3124752855365,-268.22272251036026,-122156.45519779589
Roscommon,Output,396,44-45 Retail trade,0,-276.83248619728187,-1733.2305038364348,-2010.0629900337165
Roscommon,Output,408,48-49 Transportation & Warehousing,0,-2398.755339090033,-165.39006731959452,-2564.1454064096279
Roscommon,Output,417,51-56 Professional Services,0,-9947.9784224419072,-4678.1157914966843,-14626.094213938592
Roscommon,Output,472,"61-72 Educational, Health, Recreation Service",0,-2277.471222158943,-3065.2020010243073,-5342.673223183252
Roscommon,Output,520,92 Government & non NAICs,0,0,0,0
Roscommon,Employment,0,Total,-0.70781439542770386,-0.19106950783244917,-0.10288354965222318,-1.0017674529123761
Roscommon,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-7.6268344699247277E-05,-0.00055786085701923962,-0.00063412920171848695
Roscommon,Employment,20,21 Mining,0,-0.0001674892873048347,-4.3275752701767717E-05,-0.00021076504000660241
Roscommon,Employment,41,22 Utilities,0,-0.0010243241775524364,-0.00035636014641731491,-0.0013806843239697513
Roscommon,Employment,52,23 Construction,0,-0.0057418906965901297,-0.0013524727552972069,-0.0070943634518873359
Roscommon,Employment,65,31-33 Manufacturing,0,-0.00012309969601999985,-7.0976926910679226E-05,-0.00019407662293067905
Roscommon,Employment,395,42 Wholesale Trade,-0.70781439542770386,-0.0066429999220026931,-0.0015722085158082727,-0.71602960386551484
Roscommon,Employment,396,44-45 Retail trade,0,-0.0036503442729300694,-0.022799846407394981,-0.026450190680325055
Roscommon,Employment,408,48-49 Transportation & Warehousing,0,-0.025717479576643498,-0.0013011134538406721,-0.027018593030484171
Roscommon,Employment,417,51-56 Professional Services,0,-0.11126123978667077,-0.019276694123325912,-0.13053793390999671
Roscommon,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.036664372072035496,-0.055552740713507139,-0.092217112785542676
Roscommon,Employment,520,92 Government & non NAICs,0,0,0,0
Saginaw,Output,0,Total,-3058119.7999999998,-708342.13757166138,-751241.89731176582,-4517703.8348834272
Saginaw,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-63.759905465146232,-333.66003719107073,-397.41994265621696
Saginaw,Output,20,21 Mining,0,-837.70322725633707,-385.40550049296451,-1223.1087277493016
Saginaw,Output,41,22 Utilities,0,0,0,0
Saginaw,Output,52,23 Construction,0,-13132.985569392553,-8734.2896981288941,-21867.275267521447
Saginaw,Output,65,31-33 Manufacturing,0,-19724.734871723587,-13185.712625035698,-32910.447496759269
Saginaw,Output,395,42 Wholesale Trade,-3058119.7999999998,-61831.663017082028,-32031.464458299113,-3151982.9274753812
Saginaw,Output,396,44-45 Retail trade,0,-7118.0420696597039,-82635.191720890944,-89753.233790550628
Saginaw,Output,408,48-49 Transportation & Warehousing,0,-137962.90253297883,-24928.578281845541,-162891.48081482438
Saginaw,Output,417,51-56 Professional Services,0,-411865.94021708611,-314289.57199190737,-726155.51220899343
Saginaw,Output,472,"61-72 Educational, Health, Recreation Service",0,-55804.406161017083,-274718.02299797419,-330522.42915899126
Saginaw,Output,520,92 Government & non NAICs,0,0,0,0
Saginaw,Employment,0,Total,-13.611096382141113,-6.0295543821654114,-6.7876652844758958,-26.42831604878242
Saginaw,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00091137052039216631,-0.0062824984061432979,-0.0071938689265354655
Saginaw,Employment,20,21 Mining,0,-0.0052256032613105102,-0.0020861248355755714,-0.0073117280968860825
Saginaw,Employment,41,22 Utilities,0,0,0,0
Saginaw,Employment,52,23 Construction,0,-0.085975898942765153,-0.054809025711131297,-0.14078492465389647
Saginaw,Employment,65,31-33 Manufacturing,0,-0.060156794920632785,-0.014273072312189565,-0.074429867232822397
Saginaw,Employment,395,42 Wholesale Trade,-13.611096382141113,-0.27520070395238716,-0.14256581721106987,-14.028862903304571
Saginaw,Employment,396,44-45 Retail trade,0,-0.098120873976357853,-1.1223451480098525,-1.2204660219862105
Saginaw,Employment,408,48-49 Transportation & Warehousing,0,-1.3065950001441946,-0.16826116047685347,-1.474856160621048
Saginaw,Employment,417,51-56 Professional Services,0,-3.3566432829502979,-1.342664222737016,-4.6993075056873117
Saginaw,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.84072485349707382,-3.9343782147760646,-4.7751030682731379
Saginaw,Employment,520,92 Government & non NAICs,0,0,0,0
Sanilac,Output,0,Total,-677552,-123544.20486867036,-92602.545852704978,-893698.75072137523
Sanilac,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-65.59678058251167,-304.78536191033919,-370.3821424928509
Sanilac,Output,20,21 Mining,0,-79.498398544882548,-51.065725372880536,-130.56412391776308
Sanilac,Output,41,22 Utilities,0,-70.468621461302973,-114.49152765778142,-184.96014911908441
Sanilac,Output,52,23 Construction,0,-3528.0510722775944,-1580.163519857771,-5108.2145921353658
Sanilac,Output,65,31-33 Manufacturing,0,-1087.8601272470096,-197.0484249685116,-1284.9085522155212
Sanilac,Output,395,42 Wholesale Trade,-677552,-17211.788110733032,-6133.0223883444469,-700896.81049907743
Sanilac,Output,396,44-45 Retail trade,0,-1475.4735972996568,-12877.274446757647,-14352.748044057304
Sanilac,Output,408,48-49 Transportation & Warehousing,0,-18068.39841161533,-2472.021286985454,-20540.419698600788
Sanilac,Output,417,51-56 Professional Services,0,-70032.659625026499,-40488.768168663402,-110521.4277936899
Sanilac,Output,472,"61-72 Educational, Health, Recreation Service",0,-11924.410123882535,-28383.905002186744,-40308.315126069261
Sanilac,Output,520,92 Government & non NAICs,0,0,0,0
Sanilac,Employment,0,Total,-3.437938928604126,-1.5616414328215755,-0.84074611271719535,-5.8403264741428966
Sanilac,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00037915528289103812,-0.0025325365194383601,-0.0029116918023293983
Sanilac,Employment,20,21 Mining,0,-0.00045656306815327545,-0.00025989827908930191,-0.00071646134724257741
Sanilac,Employment,41,22 Utilities,0,-0.00029948590962584741,-0.00048657968034570849,-0.00078606558997155584
Sanilac,Employment,52,23 Construction,0,-0.026334909837129227,-0.01121450956002425,-0.037549419397153477
Sanilac,Employment,65,31-33 Manufacturing,0,-0.0080223273909644736,-0.00086750633409679047,-0.008889833725061266
Sanilac,Employment,395,42 Wholesale Trade,-3.437938928604126,-0.087333627692291485,-0.031119317205523672,-3.5563918735019411
Sanilac,Employment,396,44-45 Retail trade,0,-0.020231384740908423,-0.17722387377009394,-0.19745525851100237
Sanilac,Employment,408,48-49 Transportation & Warehousing,0,-0.25525903664392008,-0.026289654462791939,-0.28154869110671205
Sanilac,Employment,417,51-56 Professional Services,0,-1.0299240425281027,-0.21359043363040781,-1.2435144761585102
Sanilac,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.13340089972758906,-0.37716180327538368,-0.51056270300297257
Sanilac,Employment,520,92 Government & non NAICs,0,0,0,0
Shiawassee,Output,0,Total,-2557546.5,-530004.26021061116,-318603.0873262675,-3406153.8475368787
Shiawassee,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-88.914819257755298,-326.08490331813306,-414.99972257588831
Shiawassee,Output,20,21 Mining,0,-168.12077368823759,-119.65992898804176,-287.78070267627936
Shiawassee,Output,41,22 Utilities,0,-28609.563356194467,-11642.87434583627,-40252.437702030737
Shiawassee,Output,52,23 Construction,0,-14158.948601908738,-4087.5911669645075,-18246.539768873248
Shiawassee,Output,65,31-33 Manufacturing,0,-3524.3117920808882,-1191.9789816851801,-4716.2907737660671
Shiawassee,Output,395,42 Wholesale Trade,-2557546.5,-99985.868880987167,-29166.922196082516,-2686699.2910770695
Shiawassee,Output,396,44-45 Retail trade,0,-5062.6837349647067,-38714.251763624823,-43776.935498589519
Shiawassee,Output,408,48-49 Transportation & Warehousing,0,-83014.488928891937,-10137.710132456032,-93152.199061347957
